PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Ass. Imp,Prev. Ass. Land,Prev. Ass. Tot,Prev. App. Imp,Prev. App. Land,Prev. App. Tot,,
337,17 MAPLE LN,402/  43/  /  / ,402,43,  ,  4414/0124,827800,827800,3,1090,MULTI HSES,RD,2,2021,630400,197400,827800,875000,2019-01-29,735000,2011-06-16,656400,120600,777000,656400,120600,777000,20:14:03,541
347,163 DARTMOUTH COLLEGE HY,402/  52/  /  / ,402,52,  ,  3519/0397,27400,302300,31,1060,AC LND IMP,RD,1,2021,8800,293500,302300,300000,2008-05-20,,,8200,16000,24200,8200,241900,250100,20:14:04,542
350,199 DARTMOUTH COLLEGE HY,402/  55/  /  / ,402,55,  ,  3767/0941,52200,52200,15.8,9200,NON PROFIT  MDL-00,RD,1,2021,0,52200,52200,0,2011-01-10,35000,1999-12-03,0,45700,45700,0,45700,45700,20:14:05,543
379,130 RIVER RD,402/  81/  /  / ,402,81,  ,  3931/0669,178600,178600,1,1030,MOBILE HOM  MDL-02,RD,1,2021,60600,118000,178600,0,2012-11-09,125000,2012-07-20,39200,104100,143300,39200,104100,143300,20:14:06,544
383,96 RIVER RD,401/  79/  /  / ,401,79,  ,  4102/0209,5000,376700,76,6235,HWUNR-5,RD,1,2021,0,376700,376700,200000,2014-12-19,,,0,5000,5000,0,314100,314100,20:14:07,545
208,47 GOOSE POND RD,401/  19/  /  / ,401,19,  ,  2430/0042,323000,323000,1.2,1010,SINGLE FAM MDL01,RD,1,2021,180600,142400,323000,0,1999-11-02,12000,1966-08-26,172800,98300,271100,172800,98300,271100,20:14:07,546
222,5 PELTON LN,401/  26/  /  / ,401,26,  ,  2421/0725,437800,437800,5.05,1010,SINGLE FAM MDL01,RD,1,2021,269100,168700,437800,227500,1999-09-28,46000,1995-10-10,232300,126700,359000,232300,126700,359000,20:14:08,547
102691,42 HARDSCRABBLE LN,415/  10/  /  / ,415,10,  ,  4573/ 775,1092900,1265100,35,1010,SINGLE FAM MDL01,RD,1,2021,791100,474000,1265100,0,2020-11-10,,,718300,355800,1074100,718300,475300,1193600,20:14:09,548
1061,216 BAKER HILL RD,410/  6/  /  / ,410,6,  ,  3971/0540,326400,326400,7.9,1061,ACESRYBLDG  MDL-01,RD,1,2021,132200,194200,326400,0,2013-04-18,320000,2009-02-02,123300,155500,278800,123300,155500,278800,20:14:10,549
1064,190 BAKER HILL RD,410/  9/  1000/  / ,410,9,1000,  2895/0200,692200,1013200,55.4,1010,SINGLE FAM MDL01,RD,1,2021,536700,476500,1013200,850000,2003-09-22,112942,1989-11-03,492900,121100,614000,492900,412100,905000,20:14:11,550
1068,172 BAKER HILL RD,410/  10/  1000/  / ,410,10,1000,  4188/ 546,813500,956900,40.52,1010,SINGLE FAM MDL01,RD,1,2021,620900,336000,956900,0,2015-12-23,490000,1996-08-12,607300,148600,755900,607300,278500,885800,20:14:12,551
325,204 DARTMOUTH COLLEGE HY,402/  31/  /  / ,402,31,  ,  2338/0366,1001800,1001800,5.9,3560,PROF ASSOC,RD,1,2021,750700,251100,1001800,150000,1998-08-26,77500,1997-05-09,713100,197900,911000,713100,197900,911000,20:14:13,552
795,121 PINNACLE RD,407/  104/  /  / ,407,104,  ,  1475/0329,397200,397200,3.3,1010,SINGLE FAM MDL01,RD,1,2021,236000,161200,397200,0,,,,200700,124300,325000,200700,124300,325000,20:14:13,553
796,153 PINNACLE RD,407/  106/  /  / ,407,106,  ,  2211/0032,149500,149500,0.32,1010,SINGLE FAM MDL01,RD,1,2021,55500,94000,149500,0,1996-08-05,4000,1994-12-14,48000,53000,101000,48000,53000,101000,20:14:14,554
797,1 ORFORDVILLE RD,407/  107/  /  / ,407,107,  ,  4074/0134,750300,750300,5.1,1080,SFR/ACC UNIT,RD,1,2021,535400,214900,750300,440000,2014-08-04,,,529200,183900,713100,529200,183900,713100,20:14:15,555
798,11 ORFORDVILLE RD,407/  108/  /  / ,407,108,  ,  3834/0242,154000,462500,183,1060,AC LND IMP,RD,1,2021,5400,457100,462500,100000,2011-11-10,,,5200,133200,138400,5200,411900,417100,20:14:16,556
801,92 HIGHBRIDGE RD,407/  111/  /  / ,407,111,  ,  2572/0510,611500,1074800,107.82,1010,SINGLE FAM MDL01,RD,1,2021,395700,679100,1074800,260000,2001-07-23,100000,1992-04-29,384700,192800,577500,384700,612000,996700,20:14:17,557
334,114 RIVER RD,402/  40/  /  / ,402,40,  ,  2095/0244,635200,778000,68.9,1010,SINGLE FAM MDL01,RD,1,2021,459600,318400,778000,110000,1994-06-15,50000,1973-12-31,375400,154800,530200,375400,284300,659700,20:14:18,558
336,11 MAPLE LN,402/  42/  /  / ,402,42,  ,  1614/0099,369000,369000,3.4,1010,SINGLE FAM MDL01,RD,1,2021,210700,158300,369000,26000,1986-08-13,,,205600,120200,325800,205600,120200,325800,20:14:18,559
339,48 SHOESTRAP RD,402/  45/  /  / ,402,45,  ,  3804/0607,293300,293300,0.95,1010,SINGLE FAM MDL01,RD,1,2021,153000,140300,293300,289000,2011-07-07,250000,2007-03-02,170300,89400,259700,170300,89400,259700,20:14:19,560
340,38 SHOESTRAP RD,402/  46/  /  / ,402,46,  ,  2328/0597,588200,588200,7.4,1010,SINGLE FAM MDL01,RD,1,2021,389200,199000,588200,310000,1998-07-14,180000,1989-07-07,350400,132800,483200,350400,132800,483200,20:14:22,561
341,30 SHOESTRAP RD,402/  47/  /  / ,402,47,  ,  4497/ 852,315400,315400,0.34,1090,MULTI HSES,RD,2,2021,191600,123800,315400,280000,2020-01-30,,,149100,80700,229800,149100,80700,229800,20:14:23,562
343,28 SHOESTRAP RD,402/  48/  /  / ,402,48,  ,  4060/0082,435600,435600,7,1010,SINGLE FAM MDL01,,1,2021,238400,197200,435600,385000,2014-06-04,287000,2003-01-22,220700,159000,379700,220700,159000,379700,20:14:25,563
344,16 SHOESTRAP RD,402/  49/  /  / ,402,49,  ,002772/0322,375000,770000,93,1010,SINGLE FAM MDL01,RD,1,2021,265500,504500,770000,0,2002-11-18,,,178700,100400,279100,178700,452100,630800,20:14:26,564
345,2 SHOESTRAP RD,402/  50/  /  / ,402,50,  ,  4120/0788,441600,441600,3.78,1010,SINGLE FAM MDL01,RD,1,2021,288300,153300,441600,274000,2015-04-13,13000,1959-07-06,248600,119100,367700,248600,119100,367700,20:14:27,565
346,155 DARTMOUTH COLLEGE HY,402/  51/  /  / ,402,51,  ,  3150/0794,416100,416100,0.87,904C,PRI SCHOOL  MDL-94,RD,1,2021,256900,159200,416100,100000,2005-06-10,30000,2002-08-30,195900,119000,314900,195900,119000,314900,20:14:28,566
355,215 DARTMOUTH COLLEGE HY,402/  57/  /  / ,402,57,  ,  2440/0567,330300,330300,122.4,9200,NON PROFIT  MDL-00,RD,1,2021,0,330300,330300,0,1999-07-30,6476,1992-08-11,0,279100,279100,0,279100,279100,20:14:29,567
348,173 DARTMOUTH COLLEGE HY,402/  53/  /  / ,402,53,  ,  3545/0975,436800,436800,3.18,1010,SINGLE FAM MDL01,RD,1,2021,287400,149400,436800,0,2008-08-29,251000,2003-10-30,301800,115500,417300,301800,115500,417300,20:14:29,568
349,183 DARTMOUTH COLLEGE HY,402/  54/  /  / ,402,54,  ,  1946/0430,102600,102600,37.3,9200,NON PROFIT  MDL-00,RD,1,2021,0,102600,102600,4000,1991-12-31,,,0,93300,93300,0,93300,93300,20:14:30,569
100542,85 DARTMOUTH COLLEGE HY #6010,401/  55/  601/  / ,401,55,601,  2619/0495,473800,473800,0,1021,CONDO NL  MDL-05,BD,1,2021,473800,0,473800,336000,2002-01-03,326500,2000-12-19,429200,0,429200,429200,0,429200,20:14:31,570
351,211 DARTMOUTH COLLEGE HY,402/  56/  /  / ,402,56,  , 00302/0580,433600,433600,3.1,1010,SINGLE FAM MDL01,RD,1,2021,284700,148900,433600,510000,2006-07-10,220000,1996-04-17,276100,115000,391100,276100,115000,391100,20:14:32,571
100543,85 DARTMOUTH COLLEGE HY #8010,401/  55/  801/  / ,401,55,801,  4385/0646,543400,543400,0,1021,CONDO NL  MDL-05,BD,1,2021,543400,0,543400,500000,2018-08-31,470000,2003-02-14,496700,0,496700,496700,0,496700,20:14:33,572
100562,85 DARTMOUTH COLLEGE HY #9010,401/  55/  901/  / ,401,55,901,  4281/0681,427400,427400,0,1021,CONDO NL  MDL-05,BD,2,2021,427400,0,427400,399000,2017-05-03,392000,2003-10-01,393600,0,393600,393600,0,393600,20:14:34,573
100563,85 DARTMOUTH COLLEGE HY #9020,401/  55/  902/  / ,401,55,902,  4366/0325,340300,340300,0,1021,CONDO NL  MDL-05,BD,1,2021,340300,0,340300,359000,2018-06-11,295000,2014-07-15,313300,0,313300,313300,0,313300,20:14:35,574
1127,239 GOOSE POND RD,410/  64/  /  / ,410,64,  ,  1467/0966,170400,354600,30,1060,AC LND IMP,RD,1,2021,50200,304400,354600,0,1983-04-04,,,39800,123100,162900,39800,264200,304000,20:14:35,575
1129,97 PICO RD,410/  66/  /  / ,410,66,  ,  4040/0176,100,107900,3.6,6335,OTUNR-5,RD,1,2021,0,107900,107900,0,2014-02-10,,,0,100,100,0,71800,71800,20:14:36,576
1131,252 GOOSE POND RD,410/  68/  /  / ,410,68,  ,  3664/0236,173300,392300,64.37,1010,SINGLE FAM MDL01,RD,1,2021,54200,338100,392300,320000,2009-11-23,5500,1964-07-03,30900,91200,122100,30900,289900,320800,20:14:37,577
1132,240 GOOSE POND RD,410/  69/  /  / ,410,69,  ,  1467/0966,769500,1140200,79,1010,SINGLE FAM MDL01,RD,1,2021,605600,534600,1140200,0,1983-04-04,,,529300,142800,672100,529300,479100,1008400,20:14:38,578
1133,216 GOOSE POND RD,410/  70/  /  / ,410,70,  ,  3785/0429,232500,232500,6.7,1010,SINGLE FAM MDL01,RD,1,2021,121200,111300,232500,175500,2011-04-08,92000,1996-09-03,85800,88100,173900,85800,88100,173900,20:14:39,579
1137,176 GOOSE POND RD,410/  74/  /  / ,410,74,  ,  1553/0914,101500,101500,0.6,1030,MOBILE HOM  MDL-02,RD,1,2021,26500,75000,101500,25000,1985-07-23,,,12800,62700,75500,12800,62700,75500,20:14:39,580
1138,174 GOOSE POND RD,410/  75/  /  / ,410,75,  ,  3569/0737,86500,86500,0.17,1010,SINGLE FAM MDL01,RD,1,2021,40000,46500,86500,139000,2008-12-09,,,32600,36700,69300,32600,36700,69300,20:14:40,581
1140,321 BAKER HILL RD,410/  77/  /  / ,410,77,  ,  4178/ 499,418900,418900,2.89,1010,SINGLE FAM MDL01,RD,1,2021,275600,143300,418900,0,2015-12-15,288000,2004-01-15,211300,84300,295600,211300,84300,295600,20:14:41,582
1141,327 BAKER HILL RD,410/  78/  /  / ,410,78,  ,  4178/ 499,3300,3300,0.76,1320,RES ACLNUD,RD,1,2021,0,3300,3300,0,2015-12-15,288000,2004-01-15,0,3000,3000,0,3000,3000,20:14:42,583
1142,331 BAKER HILL RD,410/  79/  /  / ,410,79,  ,  4635/ 438,220100,220100,7.9,1030,MOBILE HOM  MDL-02,RD,1,2021,68200,151900,220100,2800,2021-05-25,146000,2013-06-28,61500,96900,158400,61500,96900,158400,20:14:43,584
1144,347 BAKER HILL RD,410/  80/  /  / ,410,80,  ,  4528/ 957,528900,646400,40.8,1010,SINGLE FAM MDL01,RD,1,2021,380000,266400,646400,606700,2020-06-19,526000,2017-11-14,395700,121000,516700,395700,305400,701100,20:14:44,585
1149,311 GOOSE POND RD,411/  4/  /  / ,411,4,  ,002672/0796,335600,441600,24,1010,SINGLE FAM MDL01,RD,1,2021,165700,275900,441600,2666,2002-05-24,184000,1997-07-15,127500,130200,257700,127500,226300,353800,20:14:45,586
1150,333 GOOSE POND RD,411/  5/  /  / ,411,5,  ,  4445/ 491,385800,385800,7.4,1010,SINGLE FAM MDL01,RD,1,2021,195100,190700,385800,375000,2019-06-25,360000,2010-12-17,217700,164100,381800,217700,164100,381800,20:14:46,587
850,88 POST POND LN,408/  13/  /  / ,408,13,  , ,185700,185700,0.31,1013,SFR WATER  MDL-01,RD,1,2021,33500,152200,185700,0,,,,45400,99500,144900,45400,99500,144900,20:14:47,588
851,86 POST POND LN,408/  14/  /  / ,408,14,  , ,48000,158000,36,1060,AC LND IMP,RD,1,2021,1500,156500,158000,0,,,,1400,38000,39400,1400,140300,141700,20:14:47,589
852,108 POST POND LN,408/  15/  /  / ,408,15,  ,  3497/0908,174600,174600,0.2,1013,SFR WATER  MDL-01,RD,1,2021,35100,139500,174600,107000,2008-03-11,,,45000,85400,130400,45000,85400,130400,20:14:48,590
853,110 POST POND LN,408/  16/  /  / ,408,16,  ,  3231/0744,204500,204500,0.15,1013,SFR WATER  MDL-01,RD,1,2021,79000,125500,204500,0,2005-12-06,,,104000,64000,168000,104000,64000,168000,20:14:49,591
855,114 POST POND LN,408/  18/  /  / ,408,18,  ,  4576/ 498,171600,171600,0.25,1013,SFR WATER  MDL-01,RD,1,2021,42800,128800,171600,175000,2020-11-18,45000,1997-06-27,52900,77600,130500,52900,77600,130500,20:14:50,592
858,60 MASA MOREY LN,408/  21/  /  / ,408,21,  ,  4383/0491,8700,290600,38.5,6516,FARMR-6,RD,1,2021,0,290600,290600,400000,2018-08-23,,,0,8700,8700,0,266300,266300,20:14:51,593
860,42 ORFORD RD,408/  23/  /  / ,408,23,  ,  3651/0923,7000,422400,76.4,6234,HWUNR-4,RD,1,2021,0,422400,422400,0,2009-09-28,,,0,7000,7000,0,359700,359700,20:14:52,594
861,24 ORFORD RD,408/  24/  /  / ,408,24,  ,  1965/0976,342600,342600,1.6,1010,SINGLE FAM MDL01,RD,1,2021,203600,139000,342600,0,1992-05-11,19000,1972-06-12,217300,106000,323300,217300,106000,323300,20:14:53,595
862,16 ORFORD RD,408/  25/  /  / ,408,25,  ,  1557/0186,1048600,1048600,8.97,920C,NON PROFIT  MDL-94,RD,1,2021,714500,334100,1048600,0,,,,750000,273400,1023400,750000,273400,1023400,20:14:53,596
863,21 SPRING HILL LN,408/  26/  /  / ,408,26,  ,  2253/ 229,300,165600,8.84,6335,OTUNR-5,RD,1,2021,0,165600,165600,835000,1997-05-30,10000,1997-01-31,0,300,300,0,123700,123700,20:14:54,597
864,24 SPRING HILL LN,408/  27/  /  / ,408,27,  ,  2253/ 229,300,156600,8.74,6335,OTUNR-5,LCD,1,2021,0,156600,156600,835000,1997-05-30,10000,1997-01-31,0,300,300,0,115500,115500,20:14:55,598
865,60 SPRING HILL LN,408/  28/  /  / ,408,28,  ,  2253/ 229,1142000,1281600,43.79,1010,SINGLE FAM MDL01,RD,1,2021,913800,367800,1281600,835000,1997-05-30,100000,1989-10-12,722900,360000,1082900,722900,486600,1209500,20:14:58,599
867,60 ROCKY HILL LN,408/  29/  /  / ,408,29,  ,  3826/0809,1697000,1873500,42.5,1090,MULTI HSES,RD,3,2021,1064900,808600,1873500,1500000,2011-10-13,925048,1991-08-14,1013800,592200,1606000,1013800,752400,1766200,20:14:59,600
868,45 DORCHESTER RD,408/  30/  /  / ,408,30,  ,  3522/0112,491800,583600,25.95,1010,SINGLE FAM MDL01,LCD,1,2021,314000,269600,583600,595000,2008-05-30,240000,1986-06-10,306200,141600,447800,306200,224700,530900,20:14:59,601
869,53 DORCHESTER RD,408/  31/  /  / ,408,31,  ,  4662/ 861,365300,365300,4.29,1010,SINGLE FAM MDL01,LCD,1,2021,209700,155600,365300,345000,2021-08-27,4000,1987-12-29,163800,126000,289800,163800,126000,289800,20:15:00,602
871,61 DORCHESTER RD,408/  33/  /  / ,408,33,  ,  4199/0453,548600,548600,7.7,1010,SINGLE FAM MDL01,RD,1,2021,367100,181500,548600,0,2016-04-13,55895,1989-12-06,313200,182700,495900,313200,182700,495900,20:15:01,603
872,63 DORCHESTER RD,408/  34/  /  / ,408,34,  ,  2090/0463,600600,687200,20.2,1090,MULTI HSES,RD,2,2021,397900,289300,687200,240000,1994-05-10,40000,1987-12-22,411800,141500,553300,411800,220100,631900,20:15:02,604
873,30 CITADEL LN,408/  35/  /  / ,408,35,  ,  4253/0813,841100,1313300,141,1090,MULTI HSES,RD,3,2021,525300,788000,1313300,825000,2017-01-19,,,504500,320300,824800,504500,749800,1254300,20:15:03,605
874,18 CITADEL LN,408/  36/  /  / ,408,36,  ,  4593/  84,446700,446700,9.4,1010,SINGLE FAM MDL01,RD,1,2021,146500,300200,446700,0,2021-01-11,394000,2019-07-24,117400,287800,405200,117400,287800,405200,20:15:04,606
876,57 FRANKLIN HILL RD,408/  38/  /  / ,408,38,  ,  4406/03301,451400,540400,16.85,1010,SINGLE FAM MDL01,RD,1,2021,187900,352500,540400,425000,2018-12-11,,,157300,247200,404500,157300,327700,485000,20:15:05,607
878,83 FRANKLIN HILL RD,408/  40/  /  / ,408,40,  ,  4526/ 612,662000,791700,16,1010,SINGLE FAM MDL01,RD,1,2021,325900,465800,791700,500000,2020-06-11,285000,1996-07-18,294700,221600,516300,294700,339300,634000,20:15:06,608
879,7 HORTON LN,408/  41/  /  / ,408,41,  ,  1090/0175,348000,401600,14.9,1010,SINGLE FAM MDL01,RD,1,2021,183200,218400,401600,0,,,,167000,130600,297600,167000,179100,346100,20:15:07,609
880,11 HORTON LN,408/  42/  /  / ,408,42,  ,  4217/0999,566000,608700,11.69,1010,SINGLE FAM MDL01,,1,2021,384400,224300,608700,0,2016-06-29,170000,2014-12-30,345800,160000,505800,345800,198700,544500,20:15:08,610
100265,207 ORFORD RD,407/  53/  2000/  / ,407,53,2000,  4385/0342,635000,635000,6.87,1010,SINGLE FAM MDL01,,1,2021,431900,203100,635000,520000,2018-08-30,115000,2004-04-29,345400,170500,515900,345400,170500,515900,20:15:09,611
100302,54 BAKER HILL RD,409/  81/  /  / ,409,81,  ,  3719/0681,469900,469900,4.13,1010,SINGLE FAM MDL01,SFR,1,2021,263600,206300,469900,379000,2010-07-30,62000,1993-05-17,221900,159500,381400,221900,159500,381400,20:15:09,612
959,173 DORCHESTER RD,409/  12/  2000/  / ,409,12,2000,  3700/0590,341700,341700,0.34,1010,SINGLE FAM MDL01,LCD,1,2021,229100,112600,341700,120000,2010-05-12,12381,1993-08-17,201500,106300,307800,201500,106300,307800,20:15:10,613
326,188 DARTMOUTH COLLEGE HY,402/  32/  /  / ,402,32,  ,002827/0527,507900,507900,2.26,1090,MULTI HSES,,2,2021,327800,180100,507900,474000,2003-05-29,248400,2002-10-03,338700,138200,476900,338700,138200,476900,20:15:11,614
327,180 DARTMOUTH COLLEGE HY,402/  33/  /  / ,402,33,  ,  4283/0905,397600,397600,4.3,1010,SINGLE FAM MDL01,RD,1,2021,244400,153200,397600,105000,2017-05-15,110000,2014-03-28,166900,103600,270500,166900,103600,270500,20:15:12,615
328,174 DARTMOUTH COLLEGE HY,402/  34/  /  / ,402,34,  ,  4519/0079,339800,339800,2.9,1010,SINGLE FAM MDL01,RD,2,2021,178800,161000,339800,0,2020-05-13,369000,2018-11-21,201300,124200,325500,201300,124200,325500,20:15:13,616
329,166 DARTMOUTH COLLEGE HY,402/  35/  /  / ,402,35,  ,  3489/0943,224000,224000,0.47,1010,SINGLE FAM MDL01,RD,1,2021,130800,93200,224000,200000,2008-02-08,125000,2006-12-07,105000,83900,188900,105000,83900,188900,20:15:14,617
330,156 DARTMOUTH COLLEGE HY,402/  36/  /  / ,402,36,  ,  1750/ 617,362000,429200,13.9,1010,SINGLE FAM MDL01,,1,2021,228000,201200,429200,48839,1988-07-15,,,176300,100700,277000,176300,161800,338100,20:15:15,618
331,150 DARTMOUTH COLLEGE HY,402/  37/  /  / ,402,37,  ,  2976/0847,194300,194300,1.5,1010,SINGLE FAM MDL01,RD,1,2021,62500,131800,194300,0,2004-04-05,10000,2004-03-01,75800,95300,171100,75800,95300,171100,20:15:15,619
333,39 SHOESTRAP RD (OLD DUMP),402/  39/  /  / ,402,39,  , ,15700,15700,1.8,9035,TOWN-PROP,RD,1,2021,0,15700,15700,0,,,,0,12100,12100,0,12100,12100,20:15:16,620
1151,349 GOOSE POND RD,411/  6/  /  / ,411,6,  ,  1448/0590,347500,347500,135,9000,US GOVT,RD,1,2021,0,347500,347500,0,,,,0,299700,299700,0,299700,299700,20:15:17,621
1152,371 GOOSE POND RD,411/  7/  /  / ,411,7,  , ,4800,311600,59.98,6334,OTUNR-4,RD,1,2021,0,311600,311600,0,,,,0,4800,4800,0,260400,260400,20:15:18,622
1154,354 GOOSE POND RD,411/  9/  /  / ,411,9,  ,  1418/0867,100400,100400,5.4,9000,US GOVT,RD,1,2021,0,100400,100400,0,,,,0,79000,79000,0,79000,79000,20:15:19,623
1155,334 GOOSE POND RD,411/  10/  /  / ,411,10,  ,  3765/0365,1100,217300,17,6235,HWUNR-5,RD,1,2021,0,217300,217300,0,2011-01-06,,,0,1100,1100,0,168200,168200,20:15:20,624
1156,322 GOOSE POND RD,411/  11/  /  / ,411,11,  ,  4123/0285,492800,564700,15,1010,SINGLE FAM MDL01,RD,1,2021,343100,221600,564700,0,2015-04-27,20500,1977-09-23,333100,114000,447100,333100,179300,512400,20:15:21,625
1157,310 GOOSE POND RD,411/  12/  /  / ,411,12,  ,  2549/0310,202200,255400,11.3,1010,SINGLE FAM MDL01,RD,1,2021,77200,178200,255400,0,2001-05-29,,,87100,95500,182600,87100,143800,230900,20:15:22,626
1158,290 GOOSE POND RD,411/  13/  /  / ,411,13,  ,  4182/ 565,4400,304500,37,6135,WPUNR-5,RD,1,2021,0,304500,304500,325000,2016-01-06,200000,2006-06-20,0,4400,4400,0,249000,249000,20:15:22,627
1163,330 GRAFTON TK,412/  2/  /  / ,412,2,  ,  4263/0357,3600,205000,55,6235,HWUNR-5,MFD,1,2021,0,205000,205000,0,2017-01-17,,,0,3600,3600,0,172600,172600,20:15:23,628
1164,280 GRAFTON TK,412/  3/  /  / ,412,3,  ,  3848/0046,102500,2792500,2076,6335,OTUNR-5,MFD,1,2021,0,2792500,2792500,0,2011-12-30,2150000,2006-09-06,0,102500,102500,0,2526900,2526900,20:15:24,629
1166,107 GRAFTON TK,413/  2/  /  / ,413,2,  ,  2325/0588,337300,337300,7,1010,SINGLE FAM MDL01,ELD,1,2021,182400,154900,337300,85000,1998-07-01,,,191000,121100,312100,191000,121100,312100,20:15:25,630
1167,117 GRAFTON TK,413/  3/  /  / ,413,3,  ,  1459/0219,296600,296600,5.8,1010,SINGLE FAM MDL01,ELD,1,2021,154000,142600,296600,0,,,,132500,111500,244000,132500,111500,244000,20:15:26,631
1170,139 GRAFTON TK,413/  6/  /  / ,413,6,  ,  1661/ 695,433300,561400,27.3,1010,SINGLE FAM MDL01,ELD,1,2021,261600,299800,561400,100000,1987-04-16,,,274400,143000,417400,274400,259300,533700,20:15:27,632
1173,210 GRAFTON TPK,413/  9/  /  / ,413,9,  ,  1397/0757,182300,316600,66,1010,SINGLE FAM MDL01,ELD,1,2021,58600,258000,316600,0,,,,52300,45300,97600,52300,167000,219300,20:15:28,633
1177,21 TYLER HILL RD,413/  10/  /  / ,413,10,  ,  4068/ 0339,13700,324600,286,6232,HWUNR-2,MFD,1,2021,0,324600,324600,257467,2014-07-07,,,0,13700,13700,0,292700,292700,20:15:29,634
954,167 DORCHESTER RD,409/  10/  /  / ,409,10,  ,  3294/0105,290800,290800,0.82,1010,SINGLE FAM MDL01,,1,2021,134700,156100,290800,0,2006-06-08,120000,1996-09-13,128500,135400,263900,128500,135400,263900,20:15:30,635
955,169 DORCHESTER RD,409/  11/  /  / ,409,11,  ,  3566/0834,216000,216000,0.6,1010,SINGLE FAM MDL01,LCD,1,2021,91100,124900,216000,0,2008-11-21,100,1965-01-18,78700,94100,172800,78700,94100,172800,20:15:31,636
958,171 DORCHESTER RD,409/  12/  1000/  / ,409,12,1000,  3894/0396,420200,420200,0.45,1010,SINGLE FAM MDL01,LCD,1,2021,311600,108600,420200,390000,2012-06-26,160000,2010-04-30,254000,114300,368300,254000,114300,368300,20:15:32,637
782,37+51 PINNACLE RD,407/  96/  1100/  / ,407,96,1100,  2144/0358,1116800,1232100,43.1,1060,AC LND IMP,RD,2,2021,831100,401000,1232100,177000,1995-06-05,158000,1986-01-16,760400,308000,1068400,760400,412300,1172700,20:15:33,638
783,45 PINNACLE RD,407/  96/  1200/  / ,407,96,1200,  2173/0155,246900,246900,3.1,1010,SINGLE FAM MDL01,RD,1,2021,94200,152700,246900,130000,1995-12-13,125048,1992-07-01,117400,106300,223700,117400,106300,223700,20:15:34,639
784,39 PINNACLE RD,407/  96/  2000/  / ,407,96,2000,  4173/ 290,160600,160600,5.59,1060,AC LND IMP,RD,1,2021,11200,149400,160600,200000,2015-11-18,280000,1993-09-20,10400,140300,150700,10400,140300,150700,20:15:34,640
786,63 PINNACLE RD,407/  98/  /  / ,407,98,  ,  2612/0104,724200,867100,22,1010,SINGLE FAM MDL01,,2,2021,484200,382900,867100,2666,2001-12-14,170000,1988-08-22,419400,311500,730900,419400,379600,799000,20:15:35,641
788,75 PINNACLE RD,407/  100/  /  / ,407,100,  ,  4306/0019,292600,292600,5.1,1010,SINGLE FAM MDL01,RD,1,2021,136300,156300,292600,170000,2017-08-20,272533,2016-10-18,95300,122000,217300,95300,122000,217300,20:15:36,642
789,83 PINNACLE RD,407/  101/  /  / ,407,101,  ,  4397/0481,404100,496200,10.73,1010,SINGLE FAM MDL01,RD,1,2021,273500,222700,496200,425000,2018-10-26,84900,1986-04-16,194500,102000,296500,194500,185600,380100,20:15:37,643
792,91 PINNACLE RD,407/  102/  1000/  / ,407,102,1000,  4172/ 338,594300,594300,6.97,1010,SINGLE FAM MDL01,RD,1,2021,413000,181300,594300,0,2015-11-16,498000,2014-04-30,408600,137100,545700,408600,137100,545700,20:15:38,644
793,109 PINNACLE RD,407/  102/  2000/  / ,407,102,2000,002738/0560,2800,268100,37.78,6503,FARM-3,RD,1,2021,0,268100,268100,112533,2002-10-31,135800,1986-08-18,0,2800,2800,0,222500,222500,20:15:39,645
363,5 SLOAN LN,402/  65/  /  / ,402,65,  ,  4298/0564,519100,519100,0.66,1010,SINGLE FAM MDL01,RD,1,2021,391000,128100,519100,497266,2017-07-18,214000,2009-03-03,314800,108300,423100,314800,108300,423100,20:15:40,646
364,7 SLOAN LN,402/  66/  /  / ,402,66,  ,  1149/0325,212700,212700,0.33,1010,SINGLE FAM MDL01,RD,1,2021,114400,98300,212700,0,,,,83300,72900,156200,83300,72900,156200,20:15:41,647
365,19 SLOAN LN,402/  67/  /  / ,402,67,  ,  2294/0557,802300,1047800,48.48,1090,MULTI HSES,RD,2,2021,544900,502900,1047800,0,1998-01-16,225000,1981-06-05,538500,204500,743000,538500,426400,964900,20:15:42,648
368,8 SLOAN LN,402/  70/  /  / ,402,70,  ,  3529/0108,354600,354600,0.51,1010,SINGLE FAM MDL01,RD,1,2021,242900,111700,354600,357666,2008-06-18,340000,2002-05-15,238100,102400,340500,238100,102400,340500,20:15:43,649
369,264 RIVER RD,402/  71/  /  / ,402,71,  ,  2238/0380,718000,923000,45.73,1010,SINGLE FAM MDL01,RD,1,2021,477100,445900,923000,90000,1997-02-04,,,450900,244500,695400,450900,417800,868700,20:15:44,650
370,240 RIVER RD,402/  72/  /  / ,402,72,  ,  2364/0244,312000,312000,58,9200,NON PROFIT  MDL-00,RD,1,2021,0,312000,312000,175000,1998-09-23,4000,1996-11-11,0,255600,255600,0,255600,255600,20:15:45,651
371,234 RIVER RD,402/  73/  /  / ,402,73,  ,  4375/0574,509100,509100,2.18,1010,SINGLE FAM MDL01,RD,1,2021,342300,166800,509100,515000,2018-07-19,480000,2015-12-07,323100,154400,477500,323100,154400,477500,20:15:46,652
